PROFILE_ID,PROFILE_NAME,GENERATED_DESCRIPTION
1216,Recharge_1D,"Recharge_1D measures daily recharge activity, likely derived from CDRs, indicating subscriber engagement. As a string variable, it's used in CVM rule engines to assess customer value. Its daily temporal classification enables timely campaign triggers."
1217,Recharge_Dormancy_7D,"Recharge_Dormancy_7D measures the 7-day recharge dormancy status of telecom subscribers, indicating inactive recharge behavior. It's a categorical string metric used in CVM rule engines to identify dormant customers, likely derived from recharge transaction records."
1218,Recharge_Dormancy_3D,"Recharge_Dormancy_3D measures the duration since a subscriber's last recharge, categorized as a string value, likely used in CVM rule engines to identify dormant customers, with its relevance tied to customer engagement and retention strategies."
1219,Recharge_Dormancy_30D,"Recharge_Dormancy_30D measures the dormancy status of a subscriber's recharge activity over 30 days, likely derived from recharge transaction data, used in CVM rule engines to identify inactive customers, categorized under GROUP_ID 106, stored as a java.lang.String variable."
1220,Recharge_Count_90D,"Recharge_Count_90D measures the number of recharges made by a subscriber within the last 90 days, indicating customer engagement and value. It's a categorical string metric used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1221,Recharge_Count_60D,"Recharge_Count_60D measures the number of recharges made by a subscriber within 60 days, likely derived from telecom transaction records. It's a string-typed KPI used in CVM rule engines to assess customer recharge behavior and value, with a temporal context of 60 days."
1222,Recharge_Count_30D,"Recharge_Count_30D measures the number of recharges made by a subscriber within the last 30 days, likely derived from recharge transaction records, and is used in CVM rule engines to assess customer engagement and value, categorized under GROUP_ID 106 as a string variable."
1223,Recharge_Amount_90D,"Recharge_Amount_90D measures the total recharge amount for a subscriber over the last 90 days, likely derived from cumulative recharge transactions. It's a numeric KPI used in CVM rule engines to assess customer value and loyalty, with values stored as java.lang.Double."
1224,Recharge_Amount_60D,"Recharge_Amount_60D measures the total recharge amount for a subscriber over 60 days, likely derived from cumulative recharge data. It's a numeric KPI used in CVM rule engines to assess customer value, with values stored as java.lang.Double, enabling targeted marketing strategies based on recharge behavior."
1225,Recharge_Amount_30D,"Recharge_Amount_30D measures the total recharge amount over 30 days, likely derived from customer transaction data. It's a numeric KPI used in CVM rule engines to assess customer value. Its double data type allows for precise monetary calculations, enabling targeted telecom marketing campaigns."
1226,Most_Rech_Denom_90D,"Most_Rech_Denom_90D measures the most frequent recharge denomination for a subscriber over 90 days, indicating recharge behavior and value. It's a numeric KPI, likely derived from recharge data, used in CVM rule engines to assess customer value and tailor marketing strategies."
1227,Max_Rech_Value_90D,"Max_Rech_Value_90D measures the maximum recharge value over 90 days, indicating a customer's peak spending on recharges. It's a numeric KPI used in CVM rule engines to assess customer value, derived from recharge data, and is likely used to identify high-value customers."
1228,Last_Rech_Date_90D,"The 'Last_Rech_Date_90D' KPI measures the most recent recharge date within the last 90 days for telecom subscribers, indicating recent activity. It's a date-type variable used in CVM rule engines to assess customer engagement and value."
1229,Avg_Days_Rech,"Avg_Days_Rech measures the average number of days between recharges, indicating customer engagement and value. Derived from recharge data, it's a numeric KPI used in CVM rule engines to assess customer loyalty and retention, with integer values."
1230,Fav_Rech_Denom_MTD,"Fav_Rech_Denom_MTD measures the average recharge denomination for a telecom subscriber on a monthly basis, likely derived from recharge transaction data. It's used in CVM rule engines to assess customer value, with values stored as java.lang.Double, enabling targeted marketing campaigns based on recharge behavior."
1231,Fav_Rech_Denom_M1,"Fav_Rech_Denom_M1 measures the average recharge denomination for a telecom subscriber over a month, likely derived from recharge transaction data. It's a numeric KPI used in CVM rule engines to assess customer value and tailor marketing campaigns."
1232,Fav_Rech_Denom_M2,"Fav_Rech_Denom_M2 measures the average recharge denomination for a telecom subscriber over a month, likely derived from recharge transaction data. It's a numeric KPI used in CVM rule engines to assess customer value and tailor marketing campaigns."
1233,Fav_Rech_Day_MTD,"Fav_Rech_Day_MTD measures the count of recharge events per day, month-to-date, indicating subscriber engagement and recharge frequency. It's a numeric KPI, likely derived from call detail records, used in CVM rule engines to assess customer value and tailor marketing campaigns."
1234,Fav_Rech_Day_M1,"Fav_Rech_Day_M1 measures the count of recharge events per day, likely derived from CDRs, indicating subscriber engagement. As an integer value, it's used in CVM rule engines to assess daily recharge patterns, enabling targeted campaigns."
1235,Fav_Rech_Day_M2,"Fav_Rech_Day_M2 measures the count of recharge events per day, likely derived from CDRs, indicating subscriber engagement. As an integer value, it's used in CVM rule engines to assess daily recharge patterns, enabling targeted campaigns."
1236,Fav_Recharge_Channel_MTD,"Fav_Recharge_Channel_MTD measures the preferred recharge channel for subscribers on a month-to-date basis, likely derived from transaction records. It's a categorical metric used in CVM rule engines to analyze customer behavior and tailor marketing strategies."
1237,Fav_Recharge_Channel_M1,"Fav_Recharge_Channel_M1 measures the preferred recharge channel for subscribers, likely derived from transaction data, indicating customer behavior and used in CVM rule engines to tailor campaigns, categorized under GROUP_ID 106 as a java.lang.String variable."
1238,Fav_Recharge_Channel_M2,"Fav_Recharge_Channel_M2 measures the preferred recharge channel for subscribers, likely derived from transaction data, indicating customer behavior and preferences. It's a categorical metric used in CVM rule engines to tailor campaigns, with values stored as java.lang.String."
1239,Id_Acct,"Id_Acct is an integer identifier for customer accounts in telecom CVM rule engines, likely used for tracking and analyzing subscriber behavior and transactions, categorized under group 107, with values stored in the Id_Acct column."
1240,Payment_Channel_M1,"Payment_Channel_M1 measures the payment channel usage, likely derived from transaction data, as a categorical string value. It's used in CVM rule engines to assess customer behavior, with its relevance tied to campaign targeting and customer value assessment."
1241,Payment_Channel_M2,"Payment_Channel_M2 measures the usage or preference of a specific payment channel, likely derived from transaction data, categorized as a string variable, used in CVM rule engines to assess customer behavior or value."
1242,Payment_Channel_M3,"Payment_Channel_M3 measures a subscriber's payment channel usage over three months, likely derived from transaction records. It's a categorical string metric used in CVM rule engines to assess customer behavior and tailor campaigns, with a monthly temporal classification."
1243,Payment_Channel_MTD,"Payment_Channel_MTD measures the payment channel usage for a customer over a month-to-date period, likely derived from transaction records. It's a categorical KPI used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1244,Payment_Amount_M1,"Payment_Amount_M1 measures the total payment amount for a subscriber in the last month, likely derived from transactional data. It's used in CVM rule engines to assess customer value. The numeric value is stored as a java.lang.Double, indicating a quantitative metric."
1245,Payment_Amount_M2,"Payment_Amount_M2 measures the total payment amount for a subscriber over a month, likely derived from recharge or transaction data. It's used in CVM rule engines to assess customer value, with values stored as java.lang.Double, enabling monthly-based customer value management and analysis."
1246,Payment_Amount_M3,"Payment_Amount_M3 measures the total payment amount over the last three months, likely derived from customer transaction records. It's a numeric KPI used in CVM rule engines to assess customer value, with a monthly temporal classification."
1247,Payment_Amount_MTD,"Payment_Amount_MTD measures the total payment amount made by a subscriber within the current month. It's a numeric value derived from transaction records, used in CVM rule engines to assess customer value. The metric is likely calculated cumulatively throughout the month, reflecting the subscriber's monthly payment behavior."
1248,Customer360_Rech_MDN,"Customer360_Rech_MDN measures a subscriber's recharge behavior, likely derived from CDRs, categorized under GROUP_ID 106, and stored as a java.lang.String. It's used in CVM rule engines to assess customer value, with its temporal characteristics undefined."
1249,Customer360_Pay_MDN,"Customer360_Pay_MDN is a string-typed KPI representing a subscriber's mobile number, likely used in CVM rule engines to identify and manage customer profiles. It's part of a group (ID: 107) and stored in a column named Customer360_Pay_MDN, with no specified temporal classification."
